Date,Tweet,Username,Location,Profile Bio,Likes,Retweets
2022-10-14,"California is sending money directly to millions of residents to help with rising costs and high gas prices. 

The payments, which started going out Oct. 7, range from $200 to $1,050, depending on income and other factors. https://t.co/rFnjX6GCcD",CapRadioNews,Northern California,"Get vaccinated, if you can. Wear a mask. We're in a pandemic: buff.ly/3nzdH9c",2,0
2022-10-14,@AngelaBelcamino @POTUS It’s the offset for rising prices and a temporary payoff for more votes. Tell them don’t make the mistake by voting for any liberal leftist who want to destroy our country by selling us out to the highest bidder,kat82378,Hill Country Texas ,"Wife, Mother, Grandma, Patriot, Truth Seeker, Historian, Art Preserver, that’s me Keke!!!",4,1
2022-10-14,@SenatorHagerty Tennesseans cannot keep up with the rising prices in Bill Lee’s economy.,Brrrrrrrrrrrrad,"Memphis, TN","Don't you know there ain't no devil, it's just god when he's drunk.",3,0
2022-10-14,Rising energy prices: “We have to find common solutions” (interview) https://t.co/G2i9p8q4FL,RadarsTrend,,TrendRadars,0,0
2022-10-14,@WaitingOnBiden Similar to the IRA Biden keeps bragging about.  Medicare negotiations to lower drug prices/costs do NOT begin until 2026 ( 10 drugs ) and then rising to 40 drugs by 2029.  Big Pharma is under NO obligation to comply.  Flawed legislation to say the least. https://t.co/uuK7POI8AJ,GChristoph1,,Enjoying Texas!,1,0
2022-10-14,"@WomensSportsFdn @BettyMcCollum04 @USAGym @sunisalee_ Hey, how about inflation, rising crime, the sinking stock market, gas prices and the crisis at the southern border?",EliasonRich,"White Bear Township, MN",Been there done that. Been in jail. Survived cancer. Worked dead end jobs. Graduated from college. I aint asking nobody for nothin' if I can't get it on my own.,0,0
2022-10-14,"The proponents of egotism, decoupling and the end of multilateralism. Export tariffs, quotas and controls have an impact on the food markets, rising prices and CREATING GLOBAL HUNGER.
Globalisation has been operating since the XVIt…https://t.co/bhPMydzJW1 https://t.co/BGr3pTjLyQ",mscanovas2,Madrid ,"Doctor en Seguridad Internacional- ASIA, ASEAN, China: Investigador, periodista y profesor, intérprete (inglés). MBA, ex becario de ICEX.es, LSE.ac.uk y FUE.es",0,0
2022-10-14,"“Grocery stores and electric companies announce record profits this earnings season, I guess that supply chain increase wasn’t as much as the anticipatory offset priced in to rising consumer prices.” https://t.co/84WG3Jr0CF",Mike_Champagne,"Boston, MA",#RavensFlock |🇺🇸| #History |#BostonStrong | #ADHD | #BeLikeEm | Financial Comms | Fella/#NAFO opinions=mine RT≠endorsements | Alum: @RSJNevada / @Northeastern,0,0
2022-10-14,@BP_Rising @financialjuice Inflating asset prices via the Cantillon Effect is easy tax revenue increases for the US Treasury. It balloons capital gains tax receipts,JasonEBurack,DC/Northern VA,"CEO of WallStforMainSt, LLC. Research Ninja. Financial Detective. Entrepreneur, Financial Historian, Austrian School Econ & Independent Thinker. VT Hokie Alum.",1,0
2022-10-14,"@BidensWins Quid pro quo joe will get you
Real threat of nuclear war✅             Out of control inflation ✅                 High Rising gas prices✅                Rising crime rates✅
Dangerous Open borders✅",Newcaz2014,"Phoenix, AZ",No more carrier Politicians - No more Government waste - Family is everything. LFGTBBucs🏴‍☠️AZNative GenX,0,0
2022-10-14,"@MarshaBlackburn Explain then why American oil companies export more than they import, propaganda. The IMF just released a report that Russia’s war is the singular cause of oil &amp; grain prices rising. They also asked Russia to end the war!",Merlinjwm,,"Humanist, anti Trump, historically interested, pacifist.. no DMs… vaccinated.. retired RN and RT",7,4
2022-10-14,"WATCH: #BNNItaly Reports

Italians protested rising food prices in front of government buildings in Rome and other cities.

Rising Italian prices, combined with wage increases that have lagged behind inflation, have sparked widespread protests and strikes across the country. https://t.co/Suna3MfhY0",gchahal,"Hong Kong | Bay Area, USA","CEO, @Procurenet, @Medriva, @BNNBreaking 
Founder, @ChahalNonProfit | ✍️ @belimitlesscom
Author | 3 prior wins $400MM+ | PT: I troll board members of fake news",25,14
2022-10-14,With rising energy prices it is hard to ignore the savings that using #TBAPS #thermal insulation jackets will bring to your operation. https://t.co/seHRWOliik,TBA_ps,"Rochdale, Lancashire, UK","TBA Protective Solutions manufacture and supply materials for the Static Control, EMI/RFI Shielding, ATEX, Detectable, Coatings and Polymers industries",0,0
2022-10-14,"@katiehobbs A vote for @Katiehobbs gets you
Out of control Gov spending✅
Coward  who runs ✅
Out of control inflation ✅                 High Rising gas prices✅                Rising crime rates✅
Dangerous Open borders✅",Newcaz2014,"Phoenix, AZ",No more carrier Politicians - No more Government waste - Family is everything. LFGTBBucs🏴‍☠️AZNative GenX,2,1
2022-10-14,"@NovusDivus Speaking of inflation, look at those sweater puppies! Gas prices aren’t the only thing rising right now #erectionday",MJ_would_have,,I sting bees,2,1
2022-10-14,@TedBuddNC Prices are rising so fast because of corporate greed. Corporations are making record breaking profits. It does not take a genius to figure that out. But then again the GQP are followers of a traitorous ex-president who wants to stomp down democracy. Vote blue to save democracy. https://t.co/bNyLAU5JGJ,AgelessAgless41,"Raleigh, NC",,0,0
2022-10-14,"While prices overall have been declining since June, prices excluding food and energy are still rising https://t.co/16lzln7QjD https://t.co/KNe4mNosAc",WSJmarkets,"New York, NY","Breaking news, smart analysis and in-depth features on global markets and finance from The Wall Street Journal.",9,0
2022-10-14,"@RBReich Gas expenses rise all prices. We can all trace the rising gas prices from Biden's first day in office followed by inflation on everything. Also pouring massive amounts of money (trillions) into the world, putting everyone in jeopardy.",Linked333,Northeast US,"Christian. Mom. God is the great Artist, Scientist, Mathematician, Psychiatrist, Philosopher, Historian, Philanthropist, Lover of music and humor.",2,0
2022-10-14,"The pace of sales at #US retailers unchanged in September from August as rising prices for rent and #food chipped away at money available for things.#SurgingPrices for everything from #mortgages to rent,have upped anxiety levels,shifting spending towards necessities like food. https://t.co/KrGFHuWr92",Political_Up,"Texas City, TX","We tell the stories that actually matter, Follow for breaking news, special reports and exclusive stories. #PoliticalUprising",0,0
2022-10-14,"@HuffPost Democrats &amp; Left Media: 

""With President  Biden's popularity numbers in the tank over record inflation, rising gas prices, potential world-wide starvation caused by extreme ""Climate Change"" restrictions on fertilizer &amp; not being allowed to bash Joe Biden, we must bash Trump.""😳",HURRICANEPAUL,Kailua Hawaii,71 year old 'local haole' Surf Bum & Visionary - born & raised in Hawaii -- ^^^ That's me surfing Waikiki 14 yrs. ago when I was 57,0,0
2022-10-14,"Bernie, Corporate Greed has NOTHING to do with the rising food prices.  You, and your cohorts are responsible for this disgraceful situation.  The Biden administation (or whoever is in control there) must reject the entire agenda of this regime. https://t.co/9bvJYdpE9q",heiditunitali,,"100% Patriot CityGal. I love my beloved U.S.A., it's people and pets.",0,0
2022-10-14,"@kylethebeast9 @nick_reit @jesse_kleine @TihoBrkan The debt is managed over time and wont all be reset at once. 

Dream industrial has an average debt of 1% and is leveraging European debt. 

Rising rents and occupancy help offset increased interest expense. 

Prices have been discounted further than cap rates have been expanded.",TaylorSugar,"Newmarket, Ontario","Hard Reit Portfolio = REITS + Bitcoin. Long Hard, Short CAD. Investing @ Wealthplaybook.ca. Real Estate Broker @ SugarTeam.ca",1,0
2022-10-14,"@katiehobbs A vote for @Katiehobbs gets you 
Out of control Gov Spending✅
Coward  who runs ✅
Out of control inflation ✅                 High Rising gas prices✅                Rising crime rates✅
Dangerous Open borders✅",Newcaz2014,"Phoenix, AZ",No more carrier Politicians - No more Government waste - Family is everything. LFGTBBucs🏴‍☠️AZNative GenX,0,0
2022-10-14,Americans cannot keep up with the rising prices in Biden’s economy. https://t.co/QxWyQl4ExY,SenatorHagerty,"Nashville, TN",Husband | Father of four | Businessman | Community Volunteer | Conservative Republican | U.S. Senator | Former U.S. Ambassador to Japan | Proud Tennessean,88,22
2022-10-14,"hmm...

- Record low unemployment
- Housing shortage
- Rising rents
- 20% down payments on Canadian properties, and if not, mortgage is insured by a crown corporation
- Rising wages, above CPI in some areas (cc Quebec)

Prices will go down, but it won't be the end of the world. https://t.co/e7Yv9K5hyI",GianniDiMattia6,"Montreal, QC",Federal Auditor - 120% Allocation to $GOOGL (20% on margin) - DM Open - Not financial advice,7,0
2022-10-14,"@katiehobbs A vote for @Katiehobbs gets you
Out of control Gov Spending✅
Coward  who runs ✅
Real threat of nuclear war✅             Out of control inflation ✅                 High Rising gas prices✅                Rising crime rates✅
Dangerous Open borders✅",Newcaz2014,"Phoenix, AZ",No more carrier Politicians - No more Government waste - Family is everything. LFGTBBucs🏴‍☠️AZNative GenX,1,0
2022-10-14,"1 out of 5 homes on the market has had a price decrease. This does not imply that prices will continue to drop, however, may suggest that the rising prices will lessen and a more balanced market may arise. #Arturo&amp;SilviaEscobar #RealEstate https://t.co/gUx1b5WM8p",escobarhomes1,,Selling Homes while Serving Families,0,0
2022-10-14,"@TAMT_Homes @IFireNews @beand199 @ananavarro Prices have been rising for years, paying the same price for less product is inflation, they just don’t include that in statistics. Nobody wants a company to shut down but how much profit is enough? For most companies there is not enough profit even at 60%, we pay for their greed",DaveNOhio,"Hamilton, OH","Retired from the mortgage industry. Follower of Christ, a Republicrat that loves the USA and only wants the best for all people. Proud to serve US Navy veteran.",0,0
2022-10-14,"With prices rising and money a bit more scarce, just a reminder that there's never been a better time to shoplift. And if you have enough money and don't need to shoplift, help someone else shoplift. Or buy the stuff for them. Either works.",UpsilonMale,"Leicester, UK",Leftist with ADHD. No attempt at ethical or social seduction can eradicate from my heart a deep burning hatred of the Tory party. Ageing Kpop stan.,0,0
2022-10-14,@GOP Actually why don't you explain to us why inflation is happening. And at the same time corporations are making huge profits. Those same corporations buy(contribute) to GQP seats. How does that even make sense? Unbelievable corporate profits= rising prices.,AgelessAgless41,"Raleigh, NC",,0,0
2022-10-14,@Keithhinton8 @RBReich Trump sold the United States LARGEST OIL REFINERY to SAUDI ARABIA!  That’s why gas prices are rising:  https://t.co/ZIIez8c4dz,suzanthony7,"Houston, Texas","Progressive - champion of the environment, truth in politics (if there is such a thing), children, & the elderly. Passion - music, theatre, Italy and Jesus.",9,4
2022-10-14,"🇦🇷 Inflation data for September shows that prices were 83% higher than a year-earlier. Taking a longer view, Argentina’s minimum salary has failed to keep up with rising costs. 2023 may be better as minimum salary increases will likely come ahead of the general elections. https://t.co/WOW4cVtx6O",NicSaldias,"NOVA, DC, YYZ, MVD",PhD @UofT_PolSci|Analyst @TheEIU_LatAm 🇨🇱🇵🇪🇺🇾|Fmr Snr Researcher @TheWilsonCenter's @LATAMProg & @ArgentinaProj|🇨🇦🇺🇸🇺🇾🏳️‍🌈|Views my own,2,1
2022-10-14,"@POTUS Inflation is skyrocketing. Gas prices are rising.

That's a big deal for all Americans.",Me0879,,Let's go Brandon!,0,0
2022-10-14,"Congress leaders protest against rising prices of commodities, LPG price hike https://t.co/yGD4zdiTVs",xuenou,,Celebrity Gossip and Entertainment News.,0,0
2022-10-14,Why are food prices rising? https://t.co/Vmg062oKkV,LisaMichelleEu1,"Oakland, CA","☭ @lacomadre@sfba.social - Your anti-imperialist comrade fighting (neo-) colonialism, and fascism. Opinions my own. RTs not endorsements.",7,4
2022-10-14,Rising interest rates and the cost-of-living crisis have fuelled speculation that property prices are dropping. Are we facing a new crash?  https://t.co/cTmCULl4lu,IndoBusiness,Dublin,"The Business and Technology feed from the @independent_ie team. Follow for the latest #breaking business and tech news, reviews and features.",1,0
2022-10-14,@kiriekagarino Damn yeah you’re about double where I’m at in figures that’s awesome haha. Those rising prices have slowed down my buy rate in recent years significantly 😩,Zerorush765P,,"Dude who likes to think he knows how to cook. Idolm@ster, anime, vidya games, and professional wrestling tweets abound here",0,0
2022-10-14,The pace of sales at U.S. retailers was unchanged in September from August as rising prices for rent and food chipped away at money available for other things. https://t.co/bW96l3dKX6,wvgazettemail,"Charleston, W.Va.",Follow us for news from the Charleston Gazette-Mail and our website wvgazettemail.com. You can find our sports coverage by following @GazMailSports,0,0
2022-10-14,"Germany's consumer price inflation hit a new record in September, as initially estimated, on rising energy and food prices, final data from Destatis showed on Thursday. https://t.co/1IifZe9Vsf",anews,"Istanbul, Turkey","Perspectives change, truth remains; discover the truth for justice.
Whatsapp: +90 505 199 10 00 | facebook.com/anews | instagram.com/anews | youtube.com/anews",2,1
2022-10-14,ICYMI - What’s next for Rome’s foreign policy? @federicoborsar1 @med_eye @martadassu Lewis M. Eisenberg @AmbasciataUSA &amp; @jbrancolini discuss how increasing domestic war fatigue and rising energy prices may complicate Italy’s foreign policy agenda. https://t.co/BsGrbkfo4k,cepa,"Washington, DC",The Center for European Policy Analysis | Ensuring a strong and enduring transatlantic alliance rooted in democratic values and principles. Media:press@cepa.org,3,0
2022-10-14,@annettehollis12 Lenny beating rising gas prices years before the rest of us. https://t.co/5R8aBF4sZC,leemonty5,"If found, please return to pub","I came, I saw, I sat down for a bit and now I can’t get back up. A Grandad now 😳WTF??!! #CTID",0,0
2022-10-14,"@KathyHochul Gas and oil prices are RISING despite Biden's attempt at at a QUID PRO QUO with Saudi Arabia/Opec+ (Impeachment anyone?).
Watch your heating bills go through the roof in November.",Oliver_Murray15,,"Absolutely amazed & disgusted at how quickly America is being destroyed by Biden & the Democrats. Pro-Israel. 
Pronouns: LetsGo/Brandon",0,0
2022-10-14,"@GOPChairwoman OH ... and of course, YOU and YOURS who oppose anything and everything designed to remedy that, had no part in any of those rising prices?  Got any proposals?  I'd bet not ... just gripes, slander and disinformation!",Rockblotter,"Winnemucca, NV, USA",Retired HR Manager / Training Designer-Developer and US Navy Veteran—currently a blue dot in rural red northern NV who is owned by 4 feisty felines.,0,0
2022-10-14,"@brithume Seriously, I guess the fact the prices have been rising over the past 40 years and started doing so under Republicans...is just a coincidence...",Jennife09708476,,,0,0
2022-10-14,My story for tonight's @Marketplace - we're seeing some signs of cooling #inflation - @GregDaco tells me: “I think we’re starting to see some indications...that prices are not rising as fast as they have been over the past year.”,MarshallGenzer,,"Washington reporter for @marketplace. I chase stories at work, chase my twin boys at home. Tend veggie garden in between. DM me for signal number.",1,1
2022-10-14,Prices are rising steadily.,sugasinjya,第一分割教室,日常に生きるだけでなくベネッセや駿台の模試にも活用できる菅先生の英語をみんなで只管音読して体得しましょう！,0,0
2022-10-14,"@Sprintyboyo @S9_Claptrap @PlasmaPistolCEO The price of living is rising, the profits of oil and gas companies have risen to record levels due to energy prices, the wages of the workers of these companies should rise too.",D3R3K_PRIME,Universe 0069-C,"Mid-level manager of Antifa, holder of all correct opinions, I support good things and oppose bad things",2,0
2022-10-14,"deleted my van gogh soup take, not worth the trouble.  i will say a more effective form of nonviolent protest i’ve seen is in france.  union sewage workers shot raw sewage into politicians offices from open windows to protest rising gas prices, should maybe take notes there",JUNlPER,she/they,juniper - an evil transsexual and a reputable journalist @NYTimes posting thru the brain rot,65353,6966
2022-10-14,But why are gas prices rising again?🤦🏾‍♀️,PharaLocs,Seton Hall University,🇭🇹 *Seton Hall University* GO PIRATES!!! Love praise dancing! #teamSDA #teamJesus! #teamLibra #teamCeltics! #teampatriots! #ADX,2,2
2022-10-14,"But a combination of factors, including rising demand and maintenance at some US refineries, has caused prices to begin ticking back up. The OPEC+ decision is poised to aggravate those factors.",Naro08689546,,I like metal🤘,0,0
2022-10-14,@RBReich Gas prices are rising. That affects the transportation of everything.  Mega rich liberals like you are destroying this country,SerenaCheal,,,0,0
2022-10-14,"Fans Want Disney’s Rising Prices to Reflect Higher Wages for Cast Members - https://t.co/u7Y4AsDNQg  
#Disneyland",DisNewNet,,"DisneyNewsNetwork.com

Find all the best up-to-date news about all the Disney, Universal Parks.",0,0
2022-10-14,"@DrAnasHyder @incontextmedia Yes, kaafi interesting. 
US ne bola tha KSA ko oil production increase karne ko to combat rising prices but KSA aur OPEC+ jisme Russia  bhi hai, supply kam kardiya jisse prices badhenge US k liye and ultimately Russia ko benefit milega",raahgeerr,.,Alhamdulillah | Muslim | Male,0,0
2022-10-14,"@TomTugendhat Sorry, Tom, but all experts’ (you know, economists) analysis shies we have the lowest growth in developed countries. £ is like a yo-yo, mortgage, energy &amp; food prices rising and there’s a #CostOfLivingCrisis i.e,  #CostOfGreedCrisis.
#TrussUnfitToGovern #GeneralElectionNow
Now! https://t.co/jNAn3WehFp",csibike1,"London as yet UK, Europe","migrant, ex civil servant, vegetarian, atm mourns loss of her dogs. Hate extremism, cruelty, injustice & fascism #LongLiveEurope #BLM #FBPE #EuropeanMovement 🐾",1,1
2022-10-14,"@POTUS While Americans are suffering from rising prices and losing their jobs, Biden is sending Ukraine 10 billion dollars, is that okay?",Strika49687410,Srbija. Zemun,"lajkujem sve sto je lepo
i sve sto cini ljubav..⚘💞..
I koje pratim i ne pratim.",0,0
2022-10-14,"That’s an increase of $35/week or $5 per day. Meanwhile your horrendous policies have caused massive inflation,rising prices everywhere, rising crime,illegals flooding our border,increased deadly drugs,Gestapo tactic by DOJ/FBI.Threats,insults daily. https://t.co/EB6R0Saz9k",HadleyReabo,,,0,0
2022-10-14,EXECUTIVE ORDER— “Biden Administration’s proposal to unlawfully expand ObamaCare subsidies. President Biden’s plan will cost taxpayers billions of dollars at a time when Americans are already experiencing record high inflation and rising gas prices” https://t.co/55HgGYqQ5C,VilmaBonilla,,"First generation immigrant and naturalized citizen.— Art, music, dance, writing, photography are life. 🔯❤️🇺🇸❤🔯",2,2
2022-10-14,"You may think interest rates are too high, but interest rates are at historic lows. That means is even though home prices are rising with interest rates, rates are still lower than they have been in previous decades. It is still a good time to make the investment of buying a home https://t.co/spLMPRzMhs",csteadman82,"Goldsboro, NC","I am a professional, loyal, ambitious, hard-working Woman of Faith,Wife,Mother,Realtor, and Entrepreneur!  I am the Exception! The CRYSTAL clear choice!",0,0
2022-10-14,"@Jim_Jordan First, we have the supply chain disruptions from COVID that are still lingering. Those lead to rising energy prices, rising transportation costs, rising labor costs. On average, 16 cents out of every dollar spent on food can be tied back to the farm.",LindaMo69437675,,"Retired Human Resource Manager. Mother, Grandmother, Sister, Friend. Former Republican. Independant.  Concerned citizen.",0,0
2022-10-14,"@VP Can you deal with the rising prices first. Maybe stop sending all our money to other countries and focus on your own citizens, thanks",JamesJah11,,,0,0
2022-10-14,#NFTs soared in popularity last year as #crypto-rich speculators sought to cash in on rising prices but sales volumes have fallen more recently https://t.co/xEKSHYvLno,DeccanHerald,India,"Bengaluru & Karnataka's leading news daily for over 74 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",1,0
2022-10-14,"Voters believe ministers should stick to their promise to increase benefits in line with rising prices, a poll has revealed 

 - The Mirror https://t.co/D10XAKZ3Cx",compassion_heal,Earth,"Award-winning international health support network (Est. 2010). Promoting compassion, empathy and kindness. Motto: La vie est belle (life is beautiful).",1,1
2022-10-14,"@scrowder Historic inflation, gas prices, food prices, supply chain issues, botched Afghanistan withdrawal, crumbling stock market, recession, gdp down, interest rates rising",KenHickman6,"New Jersey, USA",,230,9
2022-10-14,"@CGCentralHD98 @kidsmoove And as someone who lives in the UK PlayStation has been way more anti consumer here than Xbox has. Rising prices for their games, the price for the console is up, forcing people to buy bundled consoles etc. But yes Xbox owning cod will damage everything somehow 😂",_J117_,,Xbox main & centric,0,0
2022-10-14,"That is Joe's par for the course.

Gas prices stop rising as fast by 2%, he touts a decrease on his watch, ignoring that it went up at least $3 MORE per gallon since his watch began.

""It's not rising as fast."" Yay. https://t.co/bpyj1sZcbF",Ram0n_Argila,"Where ever I am, ",Not that kind of doctor. Management and IT kinda doctor. Retired.,0,0
2022-10-14,"@DeanPreston Wow sounds like housing supply is so artificially constrained by government that landlords can expect prices to keep rising, so makes sense to hoard in anticipation of future profits. Maybe supply should be unleashed so competition will undercut those profits.",AbuRobin3,,Proud owner of probably zero intersectionality points. Кто/кого.,0,0
2022-10-14,@sophielouisecc Everyone thinks the government is to blame for high inflation and rising interest rates. That’s inertia coming to bite those who believed interest rates would remain low for ever along with house prices. The crash is coming regardless of who is in power. Labour will make it worse,MustardClubNR1,"Norwich, England",Habito manducare sinapi et vivere beatus,0,0
2022-10-14,@MorhPascale @TimRyan Don’t give a shit when grocery prices keep rising and Democrats kept saying that it’s transitory. You cannot pump more money into the economy and expect inflation NOT to rise.,DrunkMitchum,,I am entertained by political theatre,0,0
2022-10-14,"""Ted Budd likes to point fingers and pass blame for rising prices, but when it comes to working to lower costs he’s actively opposing measures that would help NCians save on anything from their prescriptions, gas, and energy bills.""

👉  https://t.co/LBwvCQMTNW #ncpol

📸 AP https://t.co/r0CG6cpvbL",CardinalAndPine,North Carolina,"Where NC comes for good info—we are a left-leaning news org that put facts first.  
Follow @Billy_K_Ball, @GMichaelMcElroy. Newsletter: bit.ly/39ktjqf",0,1
2022-10-14,"@RedThe26904491 @cryptomaxii95 @ZenLunatic_ @AceofJaxx @POTUS Allowing me to enjoy low interest rates, a higher 401k, lower gas prices due to a focus on oil production, no shortages of foods/baby formula, rising real income, lower crime, a secured border that didn't allow millions to come in illegally. So people shouldn't follow laws?",Brad17333265,,,1,0
2022-10-14,"@mtaibbi The Russian-Ukrainian conflict has blocked the supply chain and rising energy prices have triggered some inflationary problems and a stalemate situation, will China be the next world center?",MissChen1986,Los Angeles,Determined dreamer/ A book Addict. Culture Seeker/Entrepreneur/A woman who believes in Crypto,0,0
2022-10-14,"Despite the president's efforts, inflation is rising, and Republicans are capitalizing on higher prices to score political wins. https://t.co/qxJr7riPNc",KREM2,"Spokane, Washington","Covers the latest news, weather and sports around the Inland Northwest. Based in #Spokane, Wash. Owned by @Tegna.",0,1
2022-10-14,"Rising rates and prices keep homes on the market longer, causing a buyer pullback across the Washington, D.C. metro area. Learn more about what's going on around the Nation's Capital at https://t.co/3wvwPUF4x6

#HousingMarketUpdates #RealEstateData #DCRealEstate https://t.co/VSB0B9F2b8",Bright_MLS,,"Follow Bright MLS on Twitter for the timeliest Mid Atlantic real estate stats, trends and insights. Retweets do not equal endorsements.",0,0
2022-10-14,"@ArvindKejriwal CM has to take care of rising prices.A vote-hungry man,an unkind,dirty politician,aliar. He cheated not doing 90% of the jobs, including Janlokpal. You all know how he captured the opportunity during Anna Hazare’s protest;enjoying freebie,charteredflights, security frm 2 states.",DelhiODelhi1,,No endorsements-nominal wages grow above inflation consumers have more disposable to spend•Use Infrastructure to Spur Economic Growth• Empower the consumers,0,0
2022-10-14,"💎Investors mainly seek to profit from rising asset prices.
💸Traders look to profit from rising + falling asset prices.

💎Investors focus on an asset’s long-term growth.
💸Traders focus on which way the asset’s price would go next and try to profit from the price movement.

5/6",DiamondPigs,Amsterdam,DiamondPigs offers crypto investment strategies powered by SYNAPSE™ bot technology. 💎 Grow your assets in good times and protect them in bad times.,1,0
2022-10-14,"Let's learn how these two financial strategies differ in depth:

Investing is a longer-term ‘buy-and-hold’ strategy. Investors will often hold assets for years with the aim of generating substantial profits from rising asset prices over time.

2/6 https://t.co/LnkgrowR39",DiamondPigs,Amsterdam,DiamondPigs offers crypto investment strategies powered by SYNAPSE™ bot technology. 💎 Grow your assets in good times and protect them in bad times.,1,0
2022-10-14,"FUEL PRICES fall down slightly after steadily rising for the previous months.

Kanze Dena Miguna Miguna #NoBraDay2022 https://t.co/1PBP4SkcPW",Kenyanewsbee,,God Fearing |Focused |Determined | Software Developer  |  Humble and Truthful | Politics  | Sports |  | Programmer at beginner level | #Chelsea and #Lazio Fan,2,0
2022-10-14,"@RaceTrac I’m not saying it’s just y’all my point is y’all couldn’t wait till atleast November to start the slow rising in prices, I’ll just go to @Wawa for tht .15 off each gallon",Scharpiee,,"Hey everyone, it's Scharpiee here! come check me out on twitch and let's have a laugh",0,0
2022-10-14,"WATCH: @grandoldmemes heavy meme team

1) Randi Weingarten goes to Ukraine?! As @SirajAHashmi said, the best she can do is teach how to use kids as collateral damage

2) Rising gas prices are, once again, not Biden’s fault!

Only on @newsmax with @JohnFBachman and @BiancaDLGarza https://t.co/xLyqU5T09d https://t.co/HGjmGygHXn",MatthewFoldi,Maryland,"Republican Activist | Former Investigative Reporter @FreeBeacon, Congressional Candidate | Volunteer @RockvilleVFD. Board @Speech_First",107,30
2022-10-14,NBCNews: The pace of sales at U.S. retailers was unchanged in September from August as rising prices for rent and food chipped away at money available for other things. https://t.co/msWrlTzebs,maxvaldes,The Globe,It's just me,0,0
2022-10-14,"Rising energy prices: “We have to find common solutions”
https://t.co/Nb5eYatXa5",StanimirPetkov8,,,0,0
2022-10-14,"Rising energy prices: “We have to find common solutions”
https://t.co/isX05u1VnC",StanimirPetkov5,Sliven,,0,0
2022-10-14,Rising home sale prices and an influx of new residents paying higher property tax rates have some wondering what’s wrong with their bills.  https://t.co/6DNQQOSHNZ,TheSunNews,"Myrtle Beach, SC",Breaking news & info from the Myrtle Beach area's most-read news source. RTs not endorsements. Get mobile app for iOs/Android: bit.ly/1mp9hum,1,1
2022-10-14,I feel like this is not gonna help rising food prices… https://t.co/VpV5dmhObI,flittermousy,echo chamber in bat city,bat enthusiast.,4,0
2022-10-14,The pace of sales at U.S. retailers was unchanged in September from August as rising prices for rent and food chipped away at money available for other things. https://t.co/Y28VtzjwLI,NBCNews,"New York, NY","News updates from around the 🌎, all day, every day.",23,6
2022-10-14,"@ClareDalyMEP @AspireParty @BFAWUOfficial @BThroughParty @corbyn_project @DiEM_25 @FreeNorthNow @GMB_union @HarmonyPartyUK @LeftUnityParty @MFApeoplesparty @pplsassembly @RMTunion @Socialist_party @TUSCoalition @TuscVote @unisontheunion @unitetheunion @WorkersPartyGB @georgegalloway @joti2gaza @wallacemick @TulsiGabbard @jeremycorbyn @GrecianFormula @TuckerCarlson @KimDotcom @caitoz #GlobalWarming: If the Bloodthirsty Monopolist Warmongering Neocons' Mars planet-B plan has failed, is their fallback #GlobalCooling via a nuclear war?

Whilst they are safe in their shelters with rising share prices &amp; profits, billions die round the world
https://t.co/2FeZuhcuxo",Dr4OurNHS,London,"@AspireParty
@BThroughParty
@DiEM25UK
@FreeNorthNow
@HarmonyPartyUK
@LeftUnityParty
@_ResistMovement
@Socialist_Party
@TUSCoalition
@WorkersPartyGB

Retw ≠ Endo",2,1
2022-10-14,"⬆️ Rising prices in home heating oil could mean higher prices on winter heating bills for Connecticut residents this year.
https://t.co/yjOWM5VqL1",wnpr,Connecticut,"We are WNPR + CPTV. Connecticut’s public media source for news, information and ideas. 🗳 Check out our 2022 local election debate series: ctpublic.org/vote",0,0
2022-10-14,"@AyoCaesar @jerrysaltz These posh baby-psychos haven't noticed that food prices are rising because energy is getting more expensive, and that fertilizer bans will impact food production. Have they no shame, or are they just idiots?",jjcharlesworth_,,"Art critic, editor at @ArtReview_ magazine. Marxist, anthropocentrist. More of everything for everyone. Words for Telegraph, spiked and other stuff.",0,0
2022-10-14,"The pace of sales at U.S. retailers was unchanged in September from August as rising prices for rent and food chipped away at money available for other things.

 https://t.co/Rni73AIQZG",NorthernNewsNow,"Duluth, Minnesota",Your home for news that Impacts your life and the First Alert Weather Team.,0,0
2022-10-14,"China’s consumer prices grew a bit faster in September amid rising food prices driven by record heat waves, seasonal pork price increases and a spike in holiday grocery demand. The consumer price index rose 2.8 percent compared with a year ago. 

See more. https://t.co/HxS5JCZOV1",cgtnamerica,"Washington, DC","Watch live: america.cgtn.com/livestream/ 
Material is distributed by MediaLinks TV, LLC on behalf of CCTV. Info available at the Department of Justice in DC.",0,0
2022-10-14,"Despite the president's efforts, inflation is rising, and Republicans are capitalizing on higher prices, seeing openings in California and elsewhere to potentially pick up U.S. House seats. https://t.co/6MTaui5VFb",ScrippsNational,,The National Content Team for the @ewscrippsco.,0,0
2022-10-14,"The pace of sales at U.S. retailers was unchanged in September from August rising prices for rent and food chipped away at money available for other things
https://t.co/IURiZSnKAz",midmichigannow,Mid-Michigan,"Mid-Michigan NOW keeps you connected to the latest news, weather, and sports for #Flint, #Saginaw, #BayCity & #Midland.",0,0
